번호,언어 제공자 ID,취득연도,방향,타입(단어/문장),,파일명,한국어,
10888,11,2018,정면,단어,현관,KETI_SL_0000010888,현관,
10889,11,2018,정면,단어,현관앞,KETI_SL_0000010889,현관앞,
10890,11,2018,정면,단어,협박,KETI_SL_0000010890,협박,
10891,11,2018,정면,단어,형,KETI_SL_0000010891,형,
10892,11,2018,정면,단어,호흡곤란,KETI_SL_0000010892,호흡곤란,
10893,11,2018,정면,단어,호흡기,KETI_SL_0000010893,호흡기,
10894,11,2018,정면,단어,홍수,KETI_SL_0000010894,홍수,
10895,11,2018,정면,단어,화상,KETI_SL_0000010895,화상,
10896,11,2018,정면,단어,화약,KETI_SL_0000010896,화약,
10897,11,2018,정면,단어,화요일,KETI_SL_0000010897,화요일,
10898,11,2018,정면,단어,화장실,KETI_SL_0000010898,화장실,
10899,11,2018,정면,단어,화재,KETI_SL_0000010899,화재,
10900,11,2018,좌측면,단어,,KETI_SL_0000010900,0,
10901,11,2018,좌측면,단어,,KETI_SL_0000010901,1,
10902,11,2018,좌측면,단어,,KETI_SL_0000010902,2,
10903,11,2018,좌측면,단어,,KETI_SL_0000010903,3,
10904,11,2018,좌측면,단어,,KETI_SL_0000010904,4,
10905,11,2018,좌측면,단어,,KETI_SL_0000010905,5,
10906,11,2018,좌측면,단어,,KETI_SL_0000010906,6,
10907,11,2018,좌측면,단어,,KETI_SL_0000010907,7,
10908,11,2018,좌측면,단어,,KETI_SL_0000010908,8,
10909,11,2018,좌측면,단어,,KETI_SL_0000010909,9,
10910,11,2018,좌측면,단어,,KETI_SL_0000010910,10,
10911,11,2018,좌측면,단어,,KETI_SL_0000010911,11,
10912,11,2018,좌측면,단어,,KETI_SL_0000010912,12,
10913,11,2018,좌측면,단어,,KETI_SL_0000010913,13,
10914,11,2018,좌측면,단어,,KETI_SL_0000010914,14,
10915,11,2018,좌측면,단어,,KETI_SL_0000010915,15,
10916,11,2018,좌측면,단어,,KETI_SL_0000010916,16,
10917,11,2018,좌측면,단어,,KETI_SL_0000010917,17,
10918,11,2018,좌측면,단어,,KETI_SL_0000010918,18,
10919,11,2018,좌측면,단어,,KETI_SL_0000010919,19,
10920,11,2018,좌측면,단어,,KETI_SL_0000010920,20,
10921,11,2018,좌측면,단어,,KETI_SL_0000010921,21,
10922,11,2018,좌측면,단어,,KETI_SL_0000010922,22,
10923,11,2018,좌측면,단어,,KETI_SL_0000010923,23,
10924,11,2018,좌측면,단어,,KETI_SL_0000010924,24,
10925,11,2018,좌측면,단어,,KETI_SL_0000010925,25,
10926,11,2018,좌측면,단어,,KETI_SL_0000010926,26,
10927,11,2018,좌측면,단어,,KETI_SL_0000010927,27,
10928,11,2018,좌측면,단어,,KETI_SL_0000010928,28,
10929,11,2018,좌측면,단어,,KETI_SL_0000010929,29,
10930,11,2018,좌측면,단어,,KETI_SL_0000010930,30,
10931,11,2018,좌측면,단어,,KETI_SL_0000010931,31,
10932,11,2018,좌측면,단어,,KETI_SL_0000010932,32,
10933,11,2018,좌측면,단어,,KETI_SL_0000010933,33,
10934,11,2018,좌측면,단어,,KETI_SL_0000010934,34,
10935,11,2018,좌측면,단어,,KETI_SL_0000010935,35,
10936,11,2018,좌측면,단어,,KETI_SL_0000010936,36,
10937,11,2018,좌측면,단어,,KETI_SL_0000010937,37,
10938,11,2018,좌측면,단어,,KETI_SL_0000010938,38,
10939,11,2018,좌측면,단어,,KETI_SL_0000010939,39,
10940,11,2018,좌측면,단어,,KETI_SL_0000010940,40,
10941,11,2018,좌측면,단어,,KETI_SL_0000010941,41,
10942,11,2018,좌측면,단어,,KETI_SL_0000010942,42,
10943,11,2018,좌측면,단어,,KETI_SL_0000010943,43,
10944,11,2018,좌측면,단어,,KETI_SL_0000010944,44,
10945,11,2018,좌측면,단어,,KETI_SL_0000010945,45,
10946,11,2018,좌측면,단어,,KETI_SL_0000010946,46,
10947,11,2018,좌측면,단어,,KETI_SL_0000010947,47,
10948,11,2018,좌측면,단어,,KETI_SL_0000010948,48,
10949,11,2018,좌측면,단어,,KETI_SL_0000010949,49,
10950,11,2018,좌측면,단어,,KETI_SL_0000010950,50,
10951,11,2018,좌측면,단어,,KETI_SL_0000010951,51,
10952,11,2018,좌측면,단어,,KETI_SL_0000010952,52,
10953,11,2018,좌측면,단어,,KETI_SL_0000010953,53,
10954,11,2018,좌측면,단어,,KETI_SL_0000010954,54,
10955,11,2018,좌측면,단어,,KETI_SL_0000010955,55,
10956,11,2018,좌측면,단어,,KETI_SL_0000010956,56,
10957,11,2018,좌측면,단어,,KETI_SL_0000010957,57,
10958,11,2018,좌측면,단어,,KETI_SL_0000010958,58,
10959,11,2018,좌측면,단어,,KETI_SL_0000010959,59,
10960,11,2018,좌측면,단어,,KETI_SL_0000010960,60,
10961,11,2018,좌측면,단어,,KETI_SL_0000010961,61,
10962,11,2018,좌측면,단어,,KETI_SL_0000010962,62,
10963,11,2018,좌측면,단어,,KETI_SL_0000010963,63,
10964,11,2018,좌측면,단어,,KETI_SL_0000010964,64,
10965,11,2018,좌측면,단어,,KETI_SL_0000010965,65,
10966,11,2018,좌측면,단어,,KETI_SL_0000010966,66,
10967,11,2018,좌측면,단어,,KETI_SL_0000010967,67,
10968,11,2018,좌측면,단어,,KETI_SL_0000010968,68,
10969,11,2018,좌측면,단어,,KETI_SL_0000010969,69,
10970,11,2018,좌측면,단어,,KETI_SL_0000010970,70,
10971,11,2018,좌측면,단어,,KETI_SL_0000010971,71,
10972,11,2018,좌측면,단어,,KETI_SL_0000010972,72,
10973,11,2018,좌측면,단어,,KETI_SL_0000010973,73,
10974,11,2018,좌측면,단어,,KETI_SL_0000010974,74,
10975,11,2018,좌측면,단어,,KETI_SL_0000010975,75,
10976,11,2018,좌측면,단어,,KETI_SL_0000010976,76,
10977,11,2018,좌측면,단어,,KETI_SL_0000010977,77,
10978,11,2018,좌측면,단어,,KETI_SL_0000010978,78,
10979,11,2018,좌측면,단어,,KETI_SL_0000010979,79,
10980,11,2018,좌측면,단어,,KETI_SL_0000010980,80,
10981,11,2018,좌측면,단어,,KETI_SL_0000010981,81,
10982,11,2018,좌측면,단어,,KETI_SL_0000010982,82,
10983,11,2018,좌측면,단어,,KETI_SL_0000010983,83,
10984,11,2018,좌측면,단어,,KETI_SL_0000010984,84,
10985,11,2018,좌측면,단어,,KETI_SL_0000010985,85,
10986,11,2018,좌측면,단어,,KETI_SL_0000010986,86,
10987,11,2018,좌측면,단어,,KETI_SL_0000010987,87,
10988,11,2018,좌측면,단어,,KETI_SL_0000010988,88,
10989,11,2018,좌측면,단어,,KETI_SL_0000010989,89,
10990,11,2018,좌측면,단어,,KETI_SL_0000010990,90,
10991,11,2018,좌측면,단어,,KETI_SL_0000010991,91,
10992,11,2018,좌측면,단어,,KETI_SL_0000010992,92,
10993,11,2018,좌측면,단어,,KETI_SL_0000010993,93,
10994,11,2018,좌측면,단어,,KETI_SL_0000010994,94,
10995,11,2018,좌측면,단어,,KETI_SL_0000010995,95,
10996,11,2018,좌측면,단어,,KETI_SL_0000010996,96,
10997,11,2018,좌측면,단어,,KETI_SL_0000010997,97,
10998,11,2018,좌측면,단어,,KETI_SL_0000010998,98,
10999,11,2018,좌측면,단어,,KETI_SL_0000010999,99,
11000,11,2018,좌측면,단어,,KETI_SL_0000011000,100,
11001,11,2018,좌측면,단어,,KETI_SL_0000011001,112,
11002,11,2018,좌측면,단어,,KETI_SL_0000011002,119,
11003,11,2018,좌측면,단어,,KETI_SL_0000011003,1000,
11004,11,2018,좌측면,단어,,KETI_SL_0000011004,10000,
11005,11,2018,좌측면,단어,,KETI_SL_0000011005,가렵다,
11006,11,2018,좌측면,단어,,KETI_SL_0000011006,가스,
11007,11,2018,좌측면,단어,,KETI_SL_0000011007,가슴,
11008,11,2018,좌측면,단어,,KETI_SL_0000011008,가시,
11009,11,2018,좌측면,단어,,KETI_SL_0000011009,각목,
11010,11,2018,좌측면,단어,,KETI_SL_0000011010,갇히다,
11011,11,2018,좌측면,단어,,KETI_SL_0000011011,감금,
11012,11,2018,좌측면,단어,,KETI_SL_0000011012,감전,
11013,11,2018,좌측면,단어,,KETI_SL_0000011013,강,
11014,11,2018,좌측면,단어,,KETI_SL_0000011014,강남구,
11015,11,2018,좌측면,단어,,KETI_SL_0000011015,강동구,
11016,11,2018,좌측면,단어,,KETI_SL_0000011016,강북구,
11017,11,2018,좌측면,단어,,KETI_SL_0000011017,강서구,
11018,11,2018,좌측면,단어,,KETI_SL_0000011018,강풍,
11019,11,2018,좌측면,단어,,KETI_SL_0000011019,개,
11020,11,2018,좌측면,단어,,KETI_SL_0000011020,거실,
11021,11,2018,좌측면,단어,,KETI_SL_0000011021,걸렸다,
11022,11,2018,좌측면,단어,,KETI_SL_0000011022,결박,
11023,11,2018,좌측면,단어,,KETI_SL_0000011023,경운기,
11024,11,2018,좌측면,단어,,KETI_SL_0000011024,경찰,
11025,11,2018,좌측면,단어,,KETI_SL_0000011025,경찰차,
11026,11,2018,좌측면,단어,,KETI_SL_0000011026,계곡,
11027,11,2018,좌측면,단어,,KETI_SL_0000011027,계단,
11028,11,2018,좌측면,단어,,KETI_SL_0000011028,고속도로,
11029,11,2018,좌측면,단어,,KETI_SL_0000011029,고압전선,
11030,11,2018,좌측면,단어,,KETI_SL_0000011030,고열,
11031,11,2018,좌측면,단어,,KETI_SL_0000011031,고장,
11032,11,2018,좌측면,단어,,KETI_SL_0000011032,부러지다,
11033,11,2018,좌측면,단어,,KETI_SL_0000011033,골절,
11034,11,2018,좌측면,단어,,KETI_SL_0000011034,탈골,
11035,11,2018,좌측면,단어,,KETI_SL_0000011035,곰,
11036,11,2018,좌측면,단어,,KETI_SL_0000011036,공사장,
11037,11,2018,좌측면,단어,,KETI_SL_0000011037,공원,
11038,11,2018,좌측면,단어,,KETI_SL_0000011038,놀이터,
11039,11,2018,좌측면,단어,,KETI_SL_0000011039,공장,
11040,11,2018,좌측면,단어,,KETI_SL_0000011040,관악구,
11041,11,2018,좌측면,단어,,KETI_SL_0000011041,광진구,
11042,11,2018,좌측면,단어,,KETI_SL_0000011042,교통사고,
11043,11,2018,좌측면,단어,,KETI_SL_0000011043,구급대,
11044,11,2018,좌측면,단어,,KETI_SL_0000011044,구급대원,
11045,11,2018,좌측면,단어,,KETI_SL_0000011045,구급차,
11046,11,2018,좌측면,단어,,KETI_SL_0000011046,구로구,
11047,11,2018,좌측면,단어,,KETI_SL_0000011047,구청,
11048,11,2018,좌측면,단어,,KETI_SL_0000011048,구해주세요,
11049,11,2018,좌측면,단어,,KETI_SL_0000011049,귀,
11050,11,2018,좌측면,단어,,KETI_SL_0000011050,금가다,
11051,11,2018,좌측면,단어,,KETI_SL_0000011051,금요일,
11052,11,2018,좌측면,단어,,KETI_SL_0000011052,금천구,
11053,11,2018,좌측면,단어,,KETI_SL_0000011053,급류,
11054,11,2018,좌측면,단어,,KETI_SL_0000011054,기절,
11055,11,2018,좌측면,단어,,KETI_SL_0000011055,기절하다,
11056,11,2018,좌측면,단어,,KETI_SL_0000011056,깔리다,
11057,11,2018,좌측면,단어,,KETI_SL_0000011057,끓는물,
11058,11,2018,좌측면,단어,,KETI_SL_0000011058,남자친구,
11059,11,2018,좌측면,단어,,KETI_SL_0000011059,남편,
11060,11,2018,좌측면,단어,,KETI_SL_0000011060,남학생,
11061,11,2018,좌측면,단어,,KETI_SL_0000011061,납치,
11062,11,2018,좌측면,단어,,KETI_SL_0000011062,낫,
11063,11,2018,좌측면,단어,,KETI_SL_0000011063,낯선남자,
11064,11,2018,좌측면,단어,,KETI_SL_0000011064,낯선사람,
11065,11,2018,좌측면,단어,,KETI_SL_0000011065,낯선여자,
11066,11,2018,좌측면,단어,,KETI_SL_0000011066,내년,
11067,11,2018,좌측면,단어,,KETI_SL_0000011067,내일,
11068,11,2018,좌측면,단어,,KETI_SL_0000011068,냄새나다,
11069,11,2018,좌측면,단어,,KETI_SL_0000011069,노원구,
11070,11,2018,좌측면,단어,,KETI_SL_0000011070,논,
11071,11,2018,좌측면,단어,,KETI_SL_0000011071,농약,
11072,11,2018,좌측면,단어,,KETI_SL_0000011072,누나,
11073,11,2018,좌측면,단어,,KETI_SL_0000011073,누수,
11074,11,2018,좌측면,단어,,KETI_SL_0000011074,누전,
11075,11,2018,좌측면,단어,,KETI_SL_0000011075,누출,
11076,11,2018,좌측면,단어,,KETI_SL_0000011076,눈,
11077,11,2018,좌측면,단어,,KETI_SL_0000011077,다리,
11078,11,2018,좌측면,단어,,KETI_SL_0000011078,다음,
11079,11,2018,좌측면,단어,,KETI_SL_0000011079,달(월),
11080,11,2018,좌측면,단어,,KETI_SL_0000011080,대문앞,
11081,11,2018,좌측면,단어,,KETI_SL_0000011081,도둑,
11082,11,2018,좌측면,단어,,KETI_SL_0000011082,절도,
11083,11,2018,좌측면,단어,,KETI_SL_0000011083,도로,
11084,11,2018,좌측면,단어,,KETI_SL_0000011084,도봉구,
11085,11,2018,좌측면,단어,,KETI_SL_0000011085,독극물,
11086,11,2018,좌측면,단어,,KETI_SL_0000011086,독버섯,
11087,11,2018,좌측면,단어,,KETI_SL_0000011087,독사,
11088,11,2018,좌측면,단어,,KETI_SL_0000011088,동대문구,
11089,11,2018,좌측면,단어,,KETI_SL_0000011089,동생,
11090,11,2018,좌측면,단어,,KETI_SL_0000011090,동작구,
11091,11,2018,좌측면,단어,,KETI_SL_0000011091,동전,
11092,11,2018,좌측면,단어,,KETI_SL_0000011092,두드러기생기다,
11093,11,2018,좌측면,단어,,KETI_SL_0000011093,뒤,
11094,11,2018,좌측면,단어,,KETI_SL_0000011094,뒤통수,
11095,11,2018,좌측면,단어,,KETI_SL_0000011095,등,
11096,11,2018,좌측면,단어,,KETI_SL_0000011096,딸,
11097,11,2018,좌측면,단어,,KETI_SL_0000011097,떨어지다,
11098,11,2018,좌측면,단어,,KETI_SL_0000011098,쓰러지다,
11099,11,2018,좌측면,단어,,KETI_SL_0000011099,뜨거운물,
11100,11,2018,좌측면,단어,,KETI_SL_0000011100,마당,
11101,11,2018,좌측면,단어,,KETI_SL_0000011101,마포구,
11102,11,2018,좌측면,단어,,KETI_SL_0000011102,말려주세요,
11103,11,2018,좌측면,단어,,KETI_SL_0000011103,말벌,
11104,11,2018,좌측면,단어,,KETI_SL_0000011104,맹견,
11105,11,2018,좌측면,단어,,KETI_SL_0000011105,머리,
11106,11,2018,좌측면,단어,,KETI_SL_0000011106,멧돼지,
11107,11,2018,좌측면,단어,,KETI_SL_0000011107,목,
11108,11,2018,좌측면,단어,,KETI_SL_0000011108,목요일,
11109,11,2018,좌측면,단어,,KETI_SL_0000011109,무너지다,
11110,11,2018,좌측면,단어,,KETI_SL_0000011110,붕괴,
11111,11,2018,좌측면,단어,,KETI_SL_0000011111,무릎,
11112,11,2018,좌측면,단어,,KETI_SL_0000011112,문틈,
11113,11,2018,좌측면,단어,,KETI_SL_0000011113,물,
11114,11,2018,좌측면,단어,,KETI_SL_0000011114,밑에,
11115,11,2018,좌측면,단어,,KETI_SL_0000011115,아래,
11116,11,2018,좌측면,단어,,KETI_SL_0000011116,바다,
11117,11,2018,좌측면,단어,,KETI_SL_0000011117,반점생기다,
11118,11,2018,좌측면,단어,,KETI_SL_0000011118,발,
11119,11,2018,좌측면,단어,,KETI_SL_0000011119,발가락,
11120,11,2018,좌측면,단어,,KETI_SL_0000011120,발목,
11121,11,2018,좌측면,단어,,KETI_SL_0000011121,발작,
11122,11,2018,좌측면,단어,,KETI_SL_0000011122,방망이,
11123,11,2018,좌측면,단어,,KETI_SL_0000011123,밭,
11124,11,2018,좌측면,단어,,KETI_SL_0000011124,배,
11125,11,2018,좌측면,단어,,KETI_SL_0000011125,복부,
11126,11,2018,좌측면,단어,,KETI_SL_0000011126,배고프다,
11127,11,2018,좌측면,단어,,KETI_SL_0000011127,뱀,
11128,11,2018,좌측면,단어,,KETI_SL_0000011128,벌,
11129,11,2018,좌측면,단어,,KETI_SL_0000011129,범람,
11130,11,2018,좌측면,단어,,KETI_SL_0000011130,벼락,
11131,11,2018,좌측면,단어,,KETI_SL_0000011131,병원,
11132,11,2018,좌측면,단어,,KETI_SL_0000011132,보건소,
11133,11,2018,좌측면,단어,,KETI_SL_0000011133,보내주세요(경찰),
11134,11,2018,좌측면,단어,,KETI_SL_0000011134,보내주세요(구급차),
11135,11,2018,좌측면,단어,,KETI_SL_0000011135,복통,
11136,11,2018,좌측면,단어,,KETI_SL_0000011136,볼,
11137,11,2018,좌측면,단어,,KETI_SL_0000011137,부엌,
11138,11,2018,좌측면,단어,,KETI_SL_0000011138,불,
11139,11,2018,좌측면,단어,,KETI_SL_0000011139,불나다,
11140,11,2018,좌측면,단어,,KETI_SL_0000011140,붕대,
11141,11,2018,좌측면,단어,,KETI_SL_0000011141,비닐하우스,
11142,11,2018,좌측면,단어,,KETI_SL_0000011142,비상약,
11143,11,2018,좌측면,단어,,KETI_SL_0000011143,빌라,
11144,11,2018,좌측면,단어,,KETI_SL_0000011144,뼈,
11145,11,2018,좌측면,단어,,KETI_SL_0000011145,사이,
11146,11,2018,좌측면,단어,,KETI_SL_0000011146,산,
11147,11,2018,좌측면,단어,,KETI_SL_0000011147,살충제,
11148,11,2018,좌측면,단어,,KETI_SL_0000011148,살해,
11149,11,2018,좌측면,단어,,KETI_SL_0000011149,삼키다,
11150,11,2018,좌측면,단어,,KETI_SL_0000011150,서대문구,
11151,11,2018,좌측면,단어,,KETI_SL_0000011151,서랍,
11152,11,2018,좌측면,단어,,KETI_SL_0000011152,서울시,
11153,11,2018,좌측면,단어,,KETI_SL_0000011153,서초구,
11154,11,2018,좌측면,단어,,KETI_SL_0000011154,선반,
11155,11,2018,좌측면,단어,,KETI_SL_0000011155,선생님,
11156,11,2018,좌측면,단어,,KETI_SL_0000011156,성동구,
11157,11,2018,좌측면,단어,,KETI_SL_0000011157,성북구,
11158,11,2018,좌측면,단어,,KETI_SL_0000011158,성폭행,
11159,11,2018,좌측면,단어,,KETI_SL_0000011159,소방관,
11160,11,2018,좌측면,단어,,KETI_SL_0000011160,소방차,
11161,11,2018,좌측면,단어,,KETI_SL_0000011161,소화기,
11162,11,2018,좌측면,단어,,KETI_SL_0000011162,소화전,
11163,11,2018,좌측면,단어,,KETI_SL_0000011163,손,
11164,11,2018,좌측면,단어,,KETI_SL_0000011164,손가락,
11165,11,2018,좌측면,단어,,KETI_SL_0000011165,손목,
11166,11,2018,좌측면,단어,,KETI_SL_0000011166,송파구,
11167,11,2018,좌측면,단어,,KETI_SL_0000011167,수영장,
11168,11,2018,좌측면,단어,,KETI_SL_0000011168,수요일,
11169,11,2018,좌측면,단어,,KETI_SL_0000011169,술취한 사람,
11170,11,2018,좌측면,단어,,KETI_SL_0000011170,숨을안쉬다,
11171,11,2018,좌측면,단어,,KETI_SL_0000011171,시청,
11172,11,2018,좌측면,단어,,KETI_SL_0000011172,신고하세요(경찰),
11173,11,2018,좌측면,단어,,KETI_SL_0000011173,심장마비,
11174,11,2018,좌측면,단어,,KETI_SL_0000011174,아기,
11175,11,2018,좌측면,단어,,KETI_SL_0000011175,아이들,
11176,11,2018,좌측면,단어,,KETI_SL_0000011176,어린이,
11177,11,2018,좌측면,단어,,KETI_SL_0000011177,아내,
11178,11,2018,좌측면,단어,,KETI_SL_0000011178,아들,
11179,11,2018,좌측면,단어,,KETI_SL_0000011179,아빠,
11180,11,2018,좌측면,단어,,KETI_SL_0000011180,아저씨,
11181,11,2018,좌측면,단어,,KETI_SL_0000011181,아줌마,
11182,11,2018,좌측면,단어,,KETI_SL_0000011182,아파트,
11183,11,2018,좌측면,단어,,KETI_SL_0000011183,인대,
11184,11,2018,좌측면,단어,,KETI_SL_0000011184,안방,
11185,11,2018,좌측면,단어,,KETI_SL_0000011185,알려주세요,
11186,11,2018,좌측면,단어,,KETI_SL_0000011186,앞,
11187,11,2018,좌측면,단어,,KETI_SL_0000011187,앞집,
11188,11,2018,좌측면,단어,,KETI_SL_0000011188,약국,
11189,11,2018,좌측면,단어,,KETI_SL_0000011189,약사,
11190,11,2018,좌측면,단어,,KETI_SL_0000011190,양천구,
11191,11,2018,좌측면,단어,,KETI_SL_0000011191,어깨,
11192,11,2018,좌측면,단어,,KETI_SL_0000011192,어제,
11193,11,2018,좌측면,단어,,KETI_SL_0000011193,어지러움,
11194,11,2018,좌측면,단어,,KETI_SL_0000011194,언니,
11195,11,2018,좌측면,단어,,KETI_SL_0000011195,얼굴,
11196,11,2018,좌측면,단어,,KETI_SL_0000011196,엄마,
11197,11,2018,좌측면,단어,,KETI_SL_0000011197,엘리베이터,
11198,11,2018,좌측면,단어,,KETI_SL_0000011198,여자친구,
11199,11,2018,좌측면,단어,,KETI_SL_0000011199,여학생,
11200,11,2018,좌측면,단어,,KETI_SL_0000011200,연기,
11201,11,2018,좌측면,단어,,KETI_SL_0000011201,연락해주세요,
11202,11,2018,좌측면,단어,,KETI_SL_0000011202,열,
11203,11,2018,좌측면,단어,,KETI_SL_0000011203,열나다,
11204,11,2018,좌측면,단어,,KETI_SL_0000011204,열어주세요,
11205,11,2018,좌측면,단어,,KETI_SL_0000011205,엽총,
11206,11,2018,좌측면,단어,,KETI_SL_0000011206,영등포구,
11207,11,2018,좌측면,단어,,KETI_SL_0000011207,옆집,
11208,11,2018,좌측면,단어,,KETI_SL_0000011208,옆집 아저씨,
11209,11,2018,좌측면,단어,,KETI_SL_0000011209,옆집 할아버지,
11210,11,2018,좌측면,단어,,KETI_SL_0000011210,옆집사람,
11211,11,2018,좌측면,단어,,KETI_SL_0000011211,옆쪽,
11212,11,2018,좌측면,단어,,KETI_SL_0000011212,오늘,
11213,11,2018,좌측면,단어,,KETI_SL_0000011213,오른쪽,
